TAREFA;DESCRICAO DAS TAREFAS;INICIO;DT. CRIAÇÃO DA TAREFA (PRIMAVERA);NECESSIDADE;Nº MRP;DT.MAT.PROJ.;DATA MRP;STATUS TRF;PRODUTO;MATERIAL;PART NUMBER;DESCRICAO;UM;QTDE EMP.;QTDE REQ.;SALDO EMPENHO;SOLIC/EMP;ARMZ;STATUS;OUTROS AMZ;NUM.SOLIC.;ITEM;FORNECEDOR;PEDIDO;DT.PEDIDO;ITEM;QTDE RECEB.;QTDE PEDIDO;VLR UNIT;VLR TOTAL;OBS.;Falta Qtde. Pedido;CUSTO EMPENHADO;CUSTO REQUISITADO;CHEGADA MIAMI;CHEGADA BRASIL;CHEGADA DIGEX;NOTA FISCAL;SERIE;DATA NF;LIB.ESTOQUE;LOCAL;QTDE LIB.;REF.IMP.;END.;OBSERVACAO;EDT;MAT. ALTERNATIVO;WBS;ATA;ZONA/AREA;SKILL
370841;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - LEFT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000006993;Digex;MS9385-07;PACKING;UN;1;0;1;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;108,31;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370841;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - LEFT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;CS080400000103;Digex;NSBT-8N;NEVER-SEEZ NSBT-8N PURE NICKEL SPECIAL COMPOUNDS SILVER 8 OZ;LT;0,02;0;0,02;EMPENHO;01;-;QC = 1;030666;0004;012661-BOEING AVIALL;040157;23/05/2022;0031;0;3;$24,77;$74,31;0031 - PEDIDO DE IMPORTACAO;0;7,76;0;15/06/2022;15/06/2022;15/06/2022;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370841;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - LEFT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;CS080400000413;Digex;KRYTOX GPL206;LUBRICANT - O-RING;UN;0,02;0;0,02;SC+EMPENHO;01;-;;040939;0019;-;-;-;-;-;-;-;-;-;-;30,05;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370842;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - RIGHT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000007175;Digex;S9028A905;PACKING;UN;1;0;1;SC+EMPENHO;01;-;;040939;0017;-;-;-;-;-;-;-;-;-;-;2,99;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370842;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - RIGHT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000004103;Digex;572756-1;SWITCH;UN;1;0;1;EMPENHO;01;-;;-;-;-;-;-;-;-;-;-;-;-;-;16528,17;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370842;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - RIGHT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;CS080100000556;Digex;MOLYKOTE 44;SILICONE BASE GREASE;UN;0,1;0;0,1;SC+EMPENHO;01;-;;040939;0018;-;-;-;-;-;-;-;-;-;-;73,81;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370842;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - RIGHT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000004121;Digex;572757-1;SWITCH-THRM ACM OVERSPEED;UN;1;0;1;EMPENHO;01;-;;-;-;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370842;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - RIGHT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000006993;Digex;MS9385-07;PACKING;UN;1;0;1;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;108,31;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370842;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - RIGHT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;CS080400000103;Digex;NSBT-8N;NEVER-SEEZ NSBT-8N PURE NICKEL SPECIAL COMPOUNDS SILVER 8 OZ;LT;0,02;0;0,02;EMPENHO;01;-;QC = 1;030666;0004;012661-BOEING AVIALL;040157;23/05/2022;0031;0;3;$24,77;$74,31;0031 - PEDIDO DE IMPORTACAO;0;7,76;0;15/06/2022;15/06/2022;15/06/2022;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370842;COMPRESSOR DISCHARGE AND TURBINE INLET OVERHEAT SWITCHES - RIGHT;25/02/2026;05/02/2026;06/11/2023;029509;13/02/2026;17/02/2026;Não Iniciado;CS080400000413;Digex;KRYTOX GPL206;LUBRICANT - O-RING;UN;0,02;0;0,02;SC+EMPENHO;01;-;;040939;0019;-;-;-;-;-;-;-;-;-;-;30,05;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370608;DISCARD THE FUEL INLET FILTER ELEMENT ON THE FUEL CONTROL UNIT (FCU).;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000027263;Digex;65-90305-79;FILTER KIT CFM56-3 FUEL;UN;1;0;1;SC+EMPENHO;01;-;;040939;0015;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370608;DISCARD THE FUEL INLET FILTER ELEMENT ON THE FUEL CONTROL UNIT (FCU).;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS080200000001;Digex;ALCOOL ISOPROPILICO;ALCOOL ISOPROPILICO;L;1;0;1;EMPENHO;02;-;01 = 58 / QC = 40;027000;0001;-;-;-;-;-;-;-;-;-;-;18,86;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
370608;DISCARD THE FUEL INLET FILTER ELEMENT ON THE FUEL CONTROL UNIT (FCU).;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS090000000007;Digex;VV-P-236;PENTRATG OIL;KG;0,05;0;0,05;EMPENHO;02;-;MD = 1,09;020648;0011;001269-KLX AEROSPACE;028709;22/03/2016;0027;3;6;$25,36;$152,16;-;0;20,71;0;12/04/2016;13/04/2016;13/04/2016;-;-;-;-;-;-;IMP03016;;-;TC;SIM;Task Card do Check;;;
371294;OZONE CONVERTER - RESTORE THE OZONE CONVERTER (OFF-AIRCRAFT).;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;RT471100000005;Digex;2341926-2;OZONE CONVERTER;UN;1;0;1;SC+EMPENHO;01;-;;040939;0038;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
371294;OZONE CONVERTER - RESTORE THE OZONE CONVERTER (OFF-AIRCRAFT).;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS080700000663;Digex;AS3209-222;O-RING;UN;2;0;2;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;33,16;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
371294;OZONE CONVERTER - RESTORE THE OZONE CONVERTER (OFF-AIRCRAFT).;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS080400000245;Digex;KRYTOX 240 AC;OXYGEN SYSTEM LUBRICANT;KG;0,1;0;0,1;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;591,86;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
371294;OZONE CONVERTER - RESTORE THE OZONE CONVERTER (OFF-AIRCRAFT).;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000026999;Digex;AS1895-7-300;SEAL;UN;1;0;1;SC+EMPENHO;01;-;;040939;0039;-;-;-;-;-;-;-;-;-;-;165,22;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
371294;OZONE CONVERTER - RESTORE THE OZONE CONVERTER (OFF-AIRCRAFT).;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS080400000156;Digex;51094;ANTI-SEIZE MOLY 50;LT;0,05;0;0,05;EMPENHO;01;-;;-;-;-;-;-;-;-;-;-;-;-;-;139,94;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
371320;FUNCTIONALLY CHECK THE NITROGEN GENERATION SYSTEM (NGS) THERMAL SWITCH BY BENCH TEST (OFF-;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000007018;Digex;AS3208-06;PACKING;UN;1;0;1;EMPENHO;01;OK;CL = 1 / OC = 8 / SA = 100 / TO = 1;-;-;-;-;-;-;-;-;-;-;-;-;0,85;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
371320;FUNCTIONALLY CHECK THE NITROGEN GENERATION SYSTEM (NGS) THERMAL SWITCH BY BENCH TEST (OFF-;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;RT474300000001;Digex;5849539-2;SWITCH-THERMAL;UN;1;0;1;SC+EMPENHO;01;-;;040939;0040;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
371320;FUNCTIONALLY CHECK THE NITROGEN GENERATION SYSTEM (NGS) THERMAL SWITCH BY BENCH TEST (OFF-;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS080700001906;Digex;MS-SNOOP-80Z;SNOOP LEAK DETECTOR 80Z;UN;0,1;0;0,1;SC+EMPENHO;01;-;;040939;0041;-;-;-;-;-;-;-;-;-;-;17,34;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
371392;REPLACE THE EMERGENCY FLASHLIGHT BATTERIES (AS APPLICABLE) AT MANUFACTURES RECOMMENDED IN;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;RT256000000095;Digex;P4-01-0021;BATTERY;UN;8;0;8;SC+EMPENHO;01;-;RP = 9;040939;0042;-;-;-;-;-;-;-;-;-;-;5511,17;0;-;-;-;-;-;-;-;-;-;-;;-;TC;NÃO;Task Card do Check;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS080100000009;Digex;PS870 B-2;CORROSION INHIBITIVE SEALANT;SK;1;0;1;EMPENHO;01;-;;020180;0002;001715-IN3 AVIATION;028075;01/12/2015;0002;0;20;$75,00;$1.500,00;-;0;870,23;0;09/12/2015;11/12/2015;16/12/2015;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS080300000033;Digex;1200S;ALODINE 1200S;KG;0,01;0;0,01;EMPENHO;01;-;;016936;0054;-;-;-;-;-;-;-;-;-;-;12,06;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000035084;Digex;002A0003-120;TOP KIT SB 737-53-1307;UN;1;0;1;SC+EMPENHO;01;-;;040939;0046;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000027066;Digex;BACN11P3B8CG;NUT PLATE;UN;44;0;44;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;2944,95;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS080700003219;Digex;BACR15BA3AD4C;RIVET;UN;88;0;88;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;23,06;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;CS090000000012;Digex;BMS10-11 TYPE I;PRIMER;L;1;0;1;SC+EMPENHO;01;-;QC = 1;040939;0049;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000008867;Digex;BACB30VT6K3;BOLT;UN;2;0;2;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;20,81;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000008865;Digex;BACB30VT6K4;BOLT;UN;2;0;2;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;38,22;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000000617;Digex;BACR15BB6AD7C;RIVET PROTRUDING UNIVER HEAD;UN;10;0;10;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;0,4;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000008893;Digex;BACC30BL6;COLLAR;UN;40;0;40;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;1441,86;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000029622;Digex;BACC30BL5;COLLAR;UN;4;0;4;SC+EMPENHO;01;OK-CHECK;;040939;0050;-;-;-;-;-;-;-;-;-;-;80,6;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
375222;FUSELAGE - FILLET FAIRINGS - AFT WING TO BODY FAIRING - PANEL 194E AND AFT CENTER WHEEL WE;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Não Iniciado;EP090000009407;Digex;CR3212-6-05;RIVET;UN;8;0;8;SC+EMPENHO;01;-;;040939;0051;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;DT;NÃO;Diretivas Técnicas;;;
379055;PERFORM REMOVAL PASSENGER SEATS TO GAIN ACCESS FOR MAINTENANCE AND REINSTALL THE PASSENGER;25/02/2026;05/02/2026;02/12/2024;029509;13/02/2026;17/02/2026;Em execução;CS080300000310;Digex;TINTA LACRE AMARELA;YELLOW PAINT - TORQUE SEAL;UN;1;0;1;SC+EMPENHO;01;-;98 = 1;040940;0081;-;-;-;-;-;-;-;-;-;-;47,04;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080200000028;Digex;MEK;MEK;L;200;0;200;SC+EMPENHO;02;-;;040939;0059;-;-;-;-;-;-;-;-;-;-;2030,48;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS030900000031;Digex;KCP WIPER WYPALL X60 JMB 1X185;KCP WIPER WYPALL X-60 JUMBO 1X185M;RL;3;0;3;SC+EMPENHO;01;-;;040939;0060;-;-;-;-;-;-;-;-;-;-;716,98;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080200000168;Digex;NAFTA ALIFATICA;ALIPHATIC NAPHTHA;L;4;0;4;SC+EMPENHO;02;-;;040939;0061;-;-;-;-;-;-;-;-;-;-;179,05;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080700000025;Digex;50MM;FITA CREPE HIGH LAND 50MM;UN;5;0;5;EMPENHO;01;-;;-;-;000020-TINTAS JD;039443;24/02/2022;0002;0;100;R$  12.45;R$  1245;-;0;63,12;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080700000084;Digex;"PINCEL 2""";PINCEL 2;UN;5;0;5;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;18,86;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080200000172;Digex;CITRA SAFE;CLEANING COMPOUND SOLVENT;L;60;0;60;SC+EMPENHO;01;-;;040939;0062;-;-;-;-;-;-;-;-;-;-;92400,49;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080700000028;Digex;FSB VERMELHA;FOLHA SCOTCH BRITE VERMELHA;UN;15;0;15;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;89,1;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080100000619;Digex;3M471;"PRESSURE TAPE - 1,5"" WIDE";UN;2;0;2;SC+EMPENHO;01;-;SK = 4;040939;0063;-;-;-;-;-;-;-;-;-;-;769,84;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080700000466;Digex;PLASTICO PRETO;BLACK PLASTIC;RL;0,25;0;0,25;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;34,84;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080700000174;Digex;"PINCEL 3""";"PINCEL GRANDE 3,0""";UN;10;0;10;EMPENHO;01;-;;023268;0007;000020-TINTAS JD;031968;04/10/2017;0007;0;20;R$  12;R$  240;-;0;76,03;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080200000044;Digex;CLEAN 900;HEAVY DUTY CLEAN 900 AV;BB;1;0;1;EMPENHO;02;-;;-;-;-;-;-;-;-;-;-;-;-;-;2140,29;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379028;CLEANING AFTER OPENING OF ACCESS FOR INSPECTION;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080700004694;Digex;FSB BRANCA;FOLHA DE SCOTCH BRITE BRANCA;UN;10;0;10;SC+EMPENHO;01;-;;040939;0065;-;-;-;-;-;-;-;-;-;-;21,6;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080200000028;Digex;MEK;MEK;L;2;0;2;SC+EMPENHO;02;-;;040939;0059;-;-;-;-;-;-;-;-;-;-;20,3;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080700000174;Digex;"PINCEL 3""";"PINCEL GRANDE 3,0""";UN;2;0;2;EMPENHO;01;-;;023268;0007;000020-TINTAS JD;031968;04/10/2017;0007;0;20;R$  12;R$  240;-;0;15,21;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;EP090000036355;Digex;BACS38K7;ADJUSTABLE CABLE TIE - 4,6MM X 305MM;UN;80;0;80;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;215,58;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080100000009;Digex;PS870 B-2;CORROSION INHIBITIVE SEALANT;SK;28,9;0;28,9;EMPENHO;01;-;;"020180
034787";"0002
0002";"001715-IN3 AVIATION
012535-DASH AIR PARTS LLC";"028075
044749";"01/12/2015
10/11/2023";"0002
0001";" 0
 0";" 20
 72";"$  75
$  174.5";"$  1500
$  12564";"-
                                                  ";0;25149,65;0;"09/12/2015
17/11/2023";"11/12/2015
18/11/2023";"16/12/2015
22/11/2023";-;-;-;-;-;-;"-
IMP60523  ";;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080100000009;Digex;PS870 B-2;CORROSION INHIBITIVE SEALANT;SK;21,1;0;21,1;SC+EMPENHO;01;-;;040940;0068;-;-;-;-;-;-;-;-;-;-;18361,85;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080100000301;Digex;PS890-B2;PS890-B2 SEALANT;UN;2;0;2;SC+EMPENHO;01;-;;040940;0069;-;-;-;-;-;-;-;-;-;-;2034,51;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080400000014;Digex;LPS-3;INIBIDOR DE CORROSAO LPS 3;UN;30;0;30;EMPENHO;02;-;;017884;0001;-;-;-;-;-;-;-;-;-;-;8877,27;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080700002481;Digex;POLYKEN 108BLK;DOUBLE SIDED TAPE FOR AICRAFT FLOORS;UN;30;0;30;EMPENHO;01;-;;-;-;-;-;-;-;-;-;-;-;-;-;5112,63;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;EP090000007226;Digex;MS29513-226;O-RING;UN;6;0;6;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;223,64;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;CS080400000248;Digex;RTV SILASTIC 732;RTV SILASTIC 732 (TRANSLUCENT);UN;1;0;1;SC+EMPENHO;01;-;;040940;0070;-;-;-;-;-;-;-;-;-;-;44,55;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;SIM;Procedimentos Digex;;;
379037;ACCESS PANELS CLOSING - UPPER FUSELAGE;25/02/2026;05/02/2026;25/02/2025;029509;13/02/2026;17/02/2026;Em execução;EP090000005324;Digex;D436-37;SPLICE;UN;6;0;6;EMPENHO;01;-;;-;-;-;-;-;-;-;-;-;-;-;-;2793,43;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
